3.1768
3.2278
3.1128
2.9559
2.9468
2.6844
2.6898
2.6079
2.5251
2.4438
2.4549
2.4019
2.4069
2.4375
2.3971
2.4062
2.3995
2.4015
2.3957
2.4002
2.3948
2.3918
2.3957
2.3973
2.3967
2.3993
2.3976
2.3968
2.3931
2.4018
2.3973
2.4129
2.3951
2.3985
2.4047
2.3933
2.3950
2.3962
2.3957
2.3951
